Indice;Categoria;Nombre del KPI;Descripcion Funcional;Objetivo de negocio;Formula tecnica;Ejemplo de aplicacion del KPI;Grafico recomendado;Puntaje Relevancia
11;Desarrollo y Talento;Tasa de Promoción Interna (Internal Promotion Rate);Mide qué porcentaje de las vacantes en niveles superiores es cubierto por empleados de la propia organización en lugar de reclutas externos. Una tasa alta refleja la efectividad de los programas de desarrollo, la solidez del pipeline de talento interno y la percepción de oportunidades de crecimiento en los empleados. Desde el punto de vista financiero, la promoción interna reduce el costo por contratación y el tiempo de productividad, ya que el candidato interno ya conoce la cultura, los procesos y los sistemas de la empresa.;Medir la efectividad de los programas de desarrollo y la solidez del pipeline de talento interno como fuente de cobertura de vacantes en niveles superiores, con el fin de reducir el costo y el tiempo de integración asociados a la contratación externa, fortalecer la percepción de oportunidades de crecimiento entre los empleados actuales y mejorar la retención de perfiles de alto potencial.;(Vacantes de nivel superior cubiertas por empleados internos / Total de vacantes cubiertas en el periodo) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: semestre 1-2025

Datos:
  Vacantes de nivel supervisor o superior cubiertas en el semestre: 40
  Cubiertas por empleados internos (operarios ascendidos a lider):  16
  Cubiertas por candidatos externos:                                                     24

Calculo:
  Tasa = (16 / 40) x 100 = 40%";"¿Qué porcentaje de las vacantes de nivel superior se cubrieron con talento interno y la tendencia mejora?
__ Gráfico de línea trimestral con anotaciones de hitos en tooltip — La línea revela si la tasa de promoción interna responde a las inversiones en desarrollo. Las anotaciones de hitos se muestran al pasar el cursor sobre cada punto.";8.5
33;Estructura y Demografía;Proyección de Headcount (Workforce Demand Forecast);Modelo predictivo que estima el número de empleados necesarios en un horizonte de 3 a 6 meses combinando tres variables: la tendencia de crecimiento histórico del headcount (estimada por regresión lineal o promedio móvil de los últimos 6–12 meses), la tasa de rotación promedio del periodo y la estacionalidad detectada en años anteriores. Su output permite a RRHH anticipar cuándo activar procesos de reclutamiento, dimensionar los recursos del área de selección y alinear el plan de dotación con el presupuesto aprobado. La precisión del modelo se mide con el MAPE: una desviación inferior al 10% en horizonte de 3 meses es el estándar de calidad de referencia.;Anticipar el número de empleados necesarios en un horizonte de tres a seis meses combinando tendencia histórica, tasa de rotación y estacionalidad, con el fin de activar los procesos de reclutamiento en el momento oportuno, dimensionar los recursos del área de selección, alinear el plan de dotación con el presupuesto aprobado y reducir tanto el costo de vacantes prolongadas como el de sobredotación no planificada.;"Headcount_proyectado(t) = Headcount_actual _ (1 + Tasa_crecimiento) _ Egresos_esperados(t) + Ingresos_planificados(t)

Donde Egresos_esperados = Headcount_actual _ Tasa_rotación_promedio
Y la tasa de crecimiento se estima por regresión lineal o promedio móvil de los últimos 6–12 meses.";"Empresa: Textiles Andinos S.A.S. | Proyeccion: para diciembre 2025 | Base: noviembre 2025 = 3.000 emp

Datos historicos:
  Tasa de crecimiento historica ultimos 6 meses: +0.5% mensual (crecimiento lento)
  Tasa de rotacion promedio mensual:              2.4% (72 bajas / 3.000)
  Ingresos planificados diciembre (temporada alta): 200 contrataciones aprobadas

Calculo para diciembre:
  Egresos esperados = 3.000 x 2.4% = 72 bajas esperadas
  Headcount proyectado = 3.000 x (1 + 0.5%) - 72 + 200
                       = 3.015 - 72 + 200 = 3.143 empleados

RESULTADO: 3.143 empleados proyectados para diciembre 2025";"¿Cuántos empleados necesitaremos en los próximos 3 a 6 meses y para cuándo debemos activar el reclutamiento?
__ Gráfico de líneas con tres series: histórico real (línea sólida), proyección futura (línea punteada con banda de confianza) y headcount presupuestado (línea de referencia horizontal) — El cruce entre la proyección y el presupuesto indica cuándo abrir nuevos procesos de selección.";8.5
18;Eficiencia Operativa de RR.HH.;Ratio de Errores en Nómina (Payroll Error Rate);Cuantifica la frecuencia con la que los ciclos de nómina requieren correcciones o recálculos después de su procesamiento inicial. Incluye errores en conceptos salariales, novedades mal aplicadas, deducciones incorrectas o liquidaciones de prestaciones fuera de norma. Un valor persistentemente alto erosiona la confianza del empleado en la empresa, genera retrabajo en el equipo de nómina y puede derivar en contingencias legales por pagos tardíos o incorrectos. En sistemas automatizados como Midasoft, la meta aspiracional es inferior al 0,5%, siendo cualquier valor superior al 1% una señal de alerta que requiere revisión del proceso de cierre.;Cuantificar la frecuencia con que los ciclos de nómina requieren correcciones, con el fin de proteger la confianza del empleado en la empresa, reducir el retrabajo del equipo de nómina, prevenir contingencias legales por pagos incorrectos o tardíos, y verificar que el sistema de gestión de nómina opera dentro de los estándares de precisión esperados para una solución automatizada como Midasoft.;(Número de nóminas con correcciones en el periodo / Total de nóminas procesadas) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: ciclo de nomina enero 2025 | 3.000 registros procesados
Datos:
  Total de nominas procesadas (registros individuales):  3.000
  Nominas con correccion o recalculo posterior:             24 casos
Calculo:
  Tasa = (24 / 3.000) x 100 = 0.8%";"¿Con qué frecuencia hay errores en nómina y estamos dentro del umbral aceptable?
__ Tarjeta KPI con semáforo (meta: 0%, alerta >1%) — Verde <0.5%, amarillo 0.5–1%, rojo >1%. Más directo que un gauge circular para esta audiencia. Complementar con tabla de ciclos con correcciones para que el equipo de nómina pueda actuar sobre casos concretos.";8.5
17;Eficiencia Operativa de RR.HH.;Costo Total de Ausentismo (Absenteeism Cost);Convierte el volumen de días de ausencia en impacto financiero concreto, multiplicando los días perdidos por el salario diario promedio y sumando el costo de sustitución (horas extra del equipo restante o personal temporal contratado). Al expresar el ausentismo en pesos, facilita la comparación directa frente a la inversión en programas de bienestar, salud ocupacional o mejora de clima, proporcionando a la dirección financiera los argumentos cuantitativos para aprobar intervenciones preventivas. Es especialmente útil para justificar la implementación de modelos de trabajo flexible o programas de EAP.;Convertir el volumen de ausencias en impacto financiero concreto , sumando el costo de las jornadas perdidas y el costo de sustitución, con el finde proporcionar a la dirección financiera los argumentos cuantitativos que justifiquen la inversión en nuevas contrataciones, programas de bienestar, salud ocupacional y mejora de clima, transformando una métrica operativa de RRHH en un indicador de sostenibilidad de costos laborales.;(Días de ausencia _ Salario diario promedio) + Costo de sustitución (horas extra o personal temporal);"Empresa: Textiles Andinos S.A.S. | Periodo: octubre 2025

Datos:
  Dias de ausencia totales en el mes:          2.100 dias
  Salario diario promedio empresa:         COP 55.000
   Costo directo = 2.100 x 55.000:      COP 115.500.000
  Horas extra para cubrir ausencias:       3.150 horas
  (Cada dia ausente genera 1.
  Costo hora extra promedio:            COP 8.500
  Costo de sustitucion = 3.150 x 8.500: COP 26.775.000

Calculo:
  Costo total = 115.500.000 + 26.775.000 = COP 142.275.000";"¿Cuánto nos está costando el ausentismo en dinero real cada mes y cuánto acumula en el año?
__ Gráfico combinado (barras + línea acumulada) — Barras = costo mensual absoluto. Línea = acumulado anual. Permite comparar el costo total frente a la inversión en programas de bienestar del mismo año.";8.5
5;Clima Laboral y Bienestar;Índice de Satisfacción del Empleado (eNPS o ESI);Evalúa la disposición del empleado a recomendar la empresa como lugar de trabajo (eNPS) o su nivel general de satisfacción con la experiencia laboral (ESI). El eNPS clasifica a los empleados en promotores (puntuación 9–10), pasivos (7–8) y detractores (0–6), y calcula la diferencia neta entre ambos extremos en un rango de –100 a +100. Es el indicador de clima más sintético y comparable a nivel externo, y actúa como barómetro de la marca empleadora. Cuando cae por debajo de los benchmarks del sector, señala deterioro en cultura, liderazgo o compensación antes de que se manifieste en rotación visible.;Cuantificar la disposición de los empleados a recomendar la empresa como lugar de trabajo y evaluar su nivel de satisfacción con la experiencia laboral, con el propósito de monitorear la salud de la propuesta de valor al empleado (EVP), anticipar deterioros de la marca empleadora antes de que se traduzcan en rotación visible, y orientar acciones correctivas en compensación, liderazgo o cultura.;"eNPS = % Promotores (notas 9–10) _ % Detractores (notas 0–6)
ESI = [(P1 + P2 + P3) / 3] / 10 _ 100";"Empresa: Textiles Andinos S.A.S. | Periodo: Q2 2025 | Respondieron: 2.100 empleados

eNPS — distribucion de respuestas:
  Promotores (nota 9-10):   630 empleados -> 30%
  Neutros (nota 7-8):       840 empleados -> excluidos del calculo
  Detractores (nota 0-6):   630 empleados -> 30%
Calculo eNPS:
  eNPS = 30% - 30% = 0

ESI — promedios de las 3 preguntas (escala 0-10):
  P1 — Que tan satisfecho estas con tu lugar de trabajo actual: 5.8
  P2 — Que tan bien cubre tu trabajo tus expectativas:          5.2
  P3 — Que tan cerca esta tu trabajo de tu ideal:               5.5
Calculo ESI:
  ESI = [(5.8 + 5.2 + 5.5) / 3] / 10 x 100
      = [16.5 / 3] / 10 x 100 = 5.5 / 10 x 100 = 55 / 100

RESULTADO: eNPS = 0 | ESI = 55 / 100";"¿Cuántos empleados son promotores de la empresa y cuántos son detractores? ¿El balance neto mejora o empeora?
__ Barras horizontales apiladas (detractores / pasivos / promotores) + tarjeta de score eNPS — Las barras muestran la composición de forma intuitiva para cualquier audiencia. El score eNPS va como número grande encima. Más legible que el waterfall para usuarios no analíticos.";8.5
4;Clima Laboral y Bienestar;Tasa de Participación en Encuestas de Clima (Survey Participation Rate);Mide el porcentaje de empleados invitados que responden efectivamente las encuestas de clima o bienestar en cada ciclo de medición. Una participación inferior al 70% compromete la representatividad estadística de los resultados y limita la capacidad de segmentar por área, cargo o antigüedad. Tasas bajas sostenidas son en sí mismas una señal diagnóstica: pueden reflejar desconfianza en el anonimato, fatiga encuestadora o desconexión con la organización. Este KPI debe medirse antes de interpretar cualquier resultado de clima para validar la solidez de la muestra.;Garantizar la representatividad estadística de los datos de clima organizacional antes de tomar decisiones basadas en ellos, de modo que las intervenciones de cultura sean fundadas en evidencia sólida y no en muestras sesgadas, y que las caídas de participación sean detectadas como señales tempranas de desconfianza o desconexión organizacional que requieren atención inmediata.;(Empleados que respondieron la encuesta / Empleados invitados a responder) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: encuesta semestral junio 2025

Datos:
  Empleados invitados:    3.000
  Empleados que respondieron: 2.100

Calculo:
  Tasa = (2.100 / 3.000) x 100 = 70%

Desglose por sede:
  Fabrica Bogota    (1.800 emp invitados): 1.350 respondieron -> 75%
  Fabrica Medellin  (800 emp invitados):   520 respondieron  -> 65%
  Locales y oficinas (400 emp invitados):  230 respondieron  -> 57.5%";"¿Qué porcentaje de la plantilla respondió la encuesta y la participación mejora o cae entre ciclos?
__ Tarjeta KPI con semáforo + gráfico de línea por ciclo de encuesta — La tarjeta comunica el estado de cumplimiento de un vistazo (meta >80%). La línea temporal responde si la participación está mejorando o deteriorándose sin saturar la vista principal.";8.5
26;Estructura y Demografía;Distribución por Rango de Antigüedad;Segmenta la plantilla activa en cohortes de antigüedad (0–1 año, 1–3 años, 3–5 años, más de 5 años) para mapear la madurez organizacional y los perfiles de riesgo de rotación por tramo. Los empleados con 1–3 años representan el grupo de mayor riesgo de fuga: ya han superado la curva de aprendizaje, se han vuelto productivos y son más visibles para el mercado laboral. Los de 3–5 años están en un punto de bifurcación: se quedan si perciben desarrollo de carrera activo, o inician una búsqueda pasiva si sienten estancamiento. Este KPI es insumo directo para el Flight Risk Index y los planes diferenciados de retención.;Mapear la madurez organizacional de la plantilla segmentando a los empleados por cohortes de antigüedad, con el fin de identificar los tramos de mayor riesgo de rotación, orientar los planes diferenciados de retención según el estadio del ciclo de vida del empleado, y proporcionar al Flight Risk Index los insumos necesarios para modelar el riesgo individual de fuga con mayor precisión.;Conteo de empleados activos por rango de antigüedad definido / Headcount total _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: cierre 2025 | Headcount: 3.000 empleados

Distribucion por rango de antiguedad:
  0-1 anos:  1.050 empleados -> 35% (alta rotacion historica en sector)
  1-3 anos:  1.200 empleados -> 40% (rango de mayor riesgo de fuga)
  3-5 anos:    450 empleados -> 15%
  +5 anos:     300 empleados -> 10%

Calculo (ejemplo rango 1-3 anos):
  Participacion = (1.200 / 3.000) x 100 = 40%";"¿En qué cohorte de antigüedad se concentra la plantilla y cuáles tienen mayor riesgo de rotación próxima?
__ Barras por rango de antigüedad con color por nivel de riesgo — Cohortes (0–1, 1–3, 3–5, +5 años) en el eje X. El color por riesgo (rojo / amarillo / verde) añade la lectura de riesgo sin necesitar un gráfico aparte.";8.5
43;Gestión de la Rotación y Retención;Índice de Riesgo de Burnout (Burnout Risk Score);"Score predictivo individual que sintetiza cuatro señales de agotamiento laboral ya presentes como KPIs descriptivos: horas extra acumuladas normalizadas (peso orientativo 30%), ausentismo frecuente normalizado (20%), caída en el score de desempeño normalizada (25%) y tiempo prolongado en el mismo cargo sin promoción normalizado (25%). El modelo produce un score de 0 a 100 por empleado; valores superiores a 70 definen la zona crítica de intervención urgente. A diferencia del Flight Risk Index que predice la salida, este indicador anticipa el deterioro del bienestar y el rendimiento del empleado antes de que llegue a la renuncia o al ausentismo crónico.";Anticipar el deterioro del bienestar y el rendimiento individual mediante un score predictivo que sintetiza señales de agotamiento laboral, con el fin de activar intervenciones preventivas antes de que el empleado llegue al ausentismo crónico o la renuncia, proteger la salud mental de la plantilla, reducir el impacto del burnout sobre la productividad del equipo, y cumplir con los estándares de bienestar laboral exigidos por la normativa colombiana de SST.;"Score = (w1 _ Horas_extra_norm) + (w2 _ Ausentismo_norm) + (w3 _ Caída_desempeño_norm) + (w4 _ Tiempo_en_cargo_norm)

Donde cada variable se normaliza en rango 0–1 y los pesos (w) suman 1. Se recomienda validar los pesos con el equipo de RRHH de cada cliente.";"Empresa: Textiles Andinos S.A.S. | Empleado: Pedro Vargas | Lider de linea fabrica Bogota | Antiguedad: 4.2 anos

Variables normalizadas (escala 0-1):
  Horas_extra_norm:          0.90 (turno con 20% OT durante 3 meses consecutivos)
  Ausentismo_norm:           0.65 (4 episodios cortos en el trimestre)
  Caida_desempeno_norm:      0.75 (caida de 4.1 a 3.0 en la ultima evaluacion)
  Tiempo_en_cargo_norm:      0.60 (4.2 anos como lider de la misma linea sin promocion)

Pesos: w1=0.30 | w2=0.20 | w3=0.25 | w4=0.25

Calculo:
  Score = (0.90x0.30) + (0.65x0.20) + (0.75x0.25) + (0.60x0.25)
        = 0.270 + 0.130 + 0.188 + 0.150
        = 0.738 x 100 = 73.8 / 100";"¿Qué empleados están en riesgo de agotamiento severo ahora mismo y el riesgo está subiendo o bajando?
__ Tabla de empleados en zona crítica (score >70) ordenada de mayor a menor, con sparkline de evolución mensual por fila — La tabla es la vista principal porque el médico ocupacional y el líder directo necesitan nombres y tendencias, no un gauge global. El sparkline por empleado muestra si el riesgo está escalando o cediendo.";8.0
55;Nómina y Compensación;Ratio de Beneficios sobre Salario Base (Benefits-to-Base Ratio);Mide qué proporción del costo total de compensación representa el conjunto de beneficios (legales y voluntarios) respecto al salario base. En Colombia, las cargas obligatorias por ley (prestaciones sociales, aportes a seguridad social y parafiscales) representan estructuralmente entre un 40% y un 55% del salario base, lo que eleva el ratio por encima de benchmarks de EE.UU. o Europa. Este KPI permite a las empresas evaluar la competitividad de su paquete de compensación total frente al mercado, y tomar decisiones informadas sobre si es más eficiente incrementar el salario base o ampliar los beneficios voluntarios para mejorar la retención.;Medir la proporción del costo total de la nómina que representa el conjunto de beneficios legales y voluntarios para evaluar la competitividad de la oferta retributiva total frente al mercado, determinar si es más eficiente incrementar el salario base o ampliar los beneficios voluntarios para mejorar la retención, y proporcionar a la dirección financiera una visión completa del costo real de la plantilla más allá del salario bruto reportado en nómina.;(Costo total de beneficios / Costo total de salarios base) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: semestre 1-2025
Datos:
  Costo total salarios base en el semestre:         COP 12.276.000.000
  Cargas obligatorias (seguridad social 28.5%):     COP 3.498.660.000
  Prima de servicios (8.33%):                       COP 1.022.591.000
  Cesantias e intereses (9.33%):                    COP 1.145.351.000
  Dotacion (3 veces al ano / empleados SML):        COP 183.000.000
  Beneficios voluntarios (EAP, subsidio alimentos): COP 420.000.000
  Total beneficios:                                 COP 6.269.602.000
Calculo:
  Ratio = (6.269.602.000 / 12.276.000.000) x 100 = 51.1%";"¿Qué proporción del costo total de compensación representa el salario base versus los beneficios adicionales por nivel?
__ Barras apiladas 100% por nivel salarial (salario base + beneficios) — Una barra por nivel con dos segmentos. La proporción visual muestra si el paquete de compensación es competitivo o si los beneficios son marginales respecto al salario base.";8.0
48;Horarios y Control de Asistencia;Índice de Flexibilidad Horaria Utilizada (Flexible Schedule Utilization);Mide la adopción real de las modalidades de trabajo flexible habilitadas por la empresa (teletrabajo, horario flexible, jornada comprimida) sobre el universo de empleados elegibles para cada modalidad. La brecha entre elegibles y usuarios reales es el insight central: una política de teletrabajo con 80% de elegibles y 20% de uso indica barreras de implementación o comunicación, no ausencia de demanda. Este KPI es relevante tanto para evaluar el retorno de la inversión en infraestructura de trabajo remoto como para correlacionar la adopción de flexibilidad con indicadores de retención y satisfacción.;Medir la adopción real de las modalidades de trabajo flexible disponibles para identificar la brecha entre la política declarada y la práctica efectiva, con el fin de optimizar el retorno de la inversión en infraestructura de trabajo remoto, detectar barreras de implementación o comunicación que impidan la adopción, y correlacionar la utilización de la flexibilidad con indicadores de retención y satisfacción que justifiquen o recalibre la oferta de modalidades flexibles.;(Empleados que utilizan modalidad flexible / Empleados elegibles para modalidad flexible) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: Q1 2025 | Alcance: personal de locales y oficinas (400 empleados elegibles)
Nota: el personal de fabricas (2.600 emp) no es elegible por naturaleza de la operacion en turno fijo.
Modalidades disponibles y uso:
  Trabajo remoto (solo para roles administrativos):  Elegibles 100 | Usuarios: 55 -> 55%
  Horario flexible (entrada entre 7-9am):                     Elegibles 400 | Usuarios: 96 -> 24%
  Jornada comprimida (4 dias x 12h):                           Elegibles  80 | Usuarios:  8 -> 10";"¿Los empleados están usando las modalidades de trabajo flexible disponibles o hay brecha entre política y práctica real?
__ Barras agrupadas por modalidad (elegibles vs. usuarios reales) — La brecha entre las dos barras de cada modalidad es el insight clave: una política de teletrabajo con 80% de elegibles y 20% de uso real indica un problema de implementación o comunicación, no de demanda.";8.0
47;Horarios y Control de Asistencia;Tasa de Puntualidad (On-Time Arrival Rate);Mide el porcentaje de registros de entrada que se producen dentro del margen de tolerancia definido por la empresa sobre el total de jornadas en las que se esperaba presencia efectiva. Es un indicador básico de disciplina operativa que, cuando se segmenta por área y día de la semana, revela patrones estructurales (los lunes y los viernes tienen sistemáticamente menor puntualidad en sectores de conocimiento) o problemas específicos de transporte, gestión del equipo o satisfacción laboral. En sectores con turnos críticos, la impuntualidad tiene impacto directo en la cobertura operativa y la seguridad.;Medir el porcentaje de registros de entrada dentro del margen de tolerancia definido para evaluar la disciplina operativa por área y detectar patrones estructurales de impuntualidad por día de la semana o turno, con el fin de identificar problemas subyacentes de satisfacción, transporte o liderazgo antes de que comprometan la cobertura operativa, especialmente en sectores con turnos críticos donde la impuntualidad tiene consecuencias directas sobre la seguridad y la productividad.;(Registros de entrada puntuales / Total de registros de entrada esperados) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: febrero 2025 | Fabrica Medellin — turno manana (800 empleados, 20 dias habiles)
Datos:
  Total registros de entrada esperados: 800 emp x 20 dias = 16.000
  Registros puntuales (dentro de 10 min): 13.920
  Registros con tardanza:                  2.080

Calculo:
  Tasa = (13.920 / 16.000) x 100 = 87%
";"¿En qué días de la semana o áreas hay mayor problema de impuntualidad?
__ Mapa de calor (área _ día de la semana) — Revela el patrón estructural del área sin exponer al individuo. Un área con color consistentemente oscuro en el mismo día tiene un problema crónico. La vista individual va en una tabla filtrable separada, activada solo a demanda del líder directo.";8.0
45;Horarios y Control de Asistencia;Horas Extra por Empleado (OT Hours per FTE);Complementa la Frecuencia de Horas Extra agregada con una visión individual: cuántas horas extra ha trabajado cada empleado en el periodo y si ese patrón es puntual o sistemático. Permite identificar empleados con sobrecarga crónica que no son visibles en los promedios del área, especialmente en organizaciones donde la distribución de horas extra es muy concentrada en un subgrupo de empleados. Un empleado que supera las 20 horas extra mensuales durante tres meses consecutivos entra en zona de alerta de burnout y debe ser considerado para intervención preventiva por su líder directo y el área de bienestar.;Complementar el indicador agregado de frecuencia de horas extra con una visión individual que identifique empleados con sobrecarga crónica que no son visibles en los promedios del área, con el fin de prevenir el agotamiento severo de perfiles específicos, activar intervenciones de bienestar y redistribución de carga antes de que el patrón derive en baja voluntaria o incapacidad médica prolongada.;_ horas extra del grupo / Número de empleados del grupo;"Empresa: Textiles Andinos S.A.S. | Periodo: noviembre 2025 | Fabrica Bogota — linea de confeccion (50 operarios)

Datos simulados (horas extra en el mes — muestra de 8 operarios representativos):
  Operario 1:  38 horas extra
  Operario 2:  42 horas extra
  Operario 3:  12 horas extra
  Operario 4:  45 horas extra
  Operario 5:   8 horas extra
  Operario 6:  40 horas extra
  Operario 7:  15 horas extra
  Operario 8:  36 horas extra
  Promedio muestra: 236 / 8 = 29.5 h/empleado/mes";"¿Cuáles son las áreas de la empresa con mayor carga de horas extras en la empresa?
__ Barras horizontales por área ordenadas de mayor a menor promedio de horas extra + línea de referencia vertical en el promedio global de la empresa.
Una barra por área. La longitud es el promedio de horas extra por empleado en esa área durante el mes. Las áreas con mayor sobrecarga aparecen arriba. La línea vertical del promedio global permite identificar de un vistazo qué áreas están por encima del centro sin que el usuario calcule nada.";8.0
19;Eficiencia Operativa de RR.HH.;Tasa de Ocupación de Plazas (Vacancy Fill Rate);Indica qué porcentaje de las plazas autorizadas en la estructura organizacional están efectivamente ocupadas por un empleado activo al cierre del periodo. Una tasa inferior al 90% señala que la empresa opera por debajo de su capacidad productiva planificada, lo que puede generar sobrecarga en el personal existente, deterioro del servicio al cliente interno o externo y riesgo de pérdida de ingresos. Es el indicador complementario de la Tasa de Vacantes Abiertas (KPI 64) y debe leerse junto con el Time to Fill (KPI 20) para entender si la brecha es reciente o crónica.;Determinar qué porcentaje de las plazas autorizadas están efectivamente ocupadas al cierre del periodo, con el fin de detectar áreas que operan por debajo de su capacidad productiva planificada, anticipar riesgos de sobrecarga del personal existente y servir como indicador complementario del proceso de adquisición de talento para orientar la priorización de las vacantes de apertura inmediata.;(Plazas ocupadas / Total de plazas autorizadas) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: cierre noviembre 2025 | Plazas autorizadas: 3.200

Datos:
  Plazas ocupadas por empleados activos:  3.000
  Plazas vacantes abiertas:                 200
  Total plazas autorizadas:               3.200
Calculo:
  Tasa global = (3.000 / 3.200) x 100 = 93.75%";"¿Qué porcentaje de nuestras plazas autorizadas están ocupadas y dónde se concentran las vacantes?
__ Tarjeta KPI de tasa global + barras horizontales por departamento — La tarjeta da el resumen de ocupación de un vistazo. Las barras localizan dónde están las vacantes. La tarjeta sola es insuficiente porque no orienta la acción hacia un área específica.";8.0
28;Estructura y Demografía;Distribución Demográfica y Diversidad;Muestra la composición porcentual de la plantilla activa por dimensiones demográficas clave: género, rango de edad, tipo de contrato y otras variables relevantes según el contexto del cliente. Permite identificar concentraciones que podrían indicar sesgo en los procesos de selección o promoción, y comparar la distribución interna con la de la Población Económicamente Activa del sector o la región (fuente: DANE GEIH en Colombia). No existe un benchmark de distribución ideal universal, pero las desviaciones significativas respecto a la composición del mercado laboral disponible son señales que justifican revisión de los procesos de atracción y desarrollo.;Mapear la composición de la plantilla por género, rango de edad, tipo de contrato y otras variables demográficas relevantes, con el fin de identificar concentraciones que puedan indicar sesgo en los procesos de selección o promoción, comparar la distribución interna con la Población Económicamente Activa del sector (fuente DANE-GEIH) y sustentar los compromisos de diversidad e inclusión frente a grupos de interés externos.;(Total de empleados del segmento demográfico / Headcount total) _ 100;"Empresa: Textiles Andinos S.A.S. | Periodo: cierre 2025 | Headcount: 3.000 empleados

Distribucion de empleados con capacidades diferentes:
  Discapacitados: 10 empleadas ->0,33%
  Sin discapacidad: 2.990 empleados -> 99,66%";"¿Cómo está distribuida la plantilla por género y edad en cada área? ¿Hay departamentos con concentraciones que requieran atención?
__ Barras apiladas al 100% por departamento — Una barra por departamento normalizada al 100%, segmentada por dimensión demográfica. Permite comparar la composición entre áreas de distinto tamaño sin que el volumen distorsione la lectura.";8.0
27;Estructura y Demografía;Índice de Equidad Salarial por Género (Gender Pay Ratio);Compara el salario promedio de mujeres y hombres dentro del mismo nivel jerárquico o cargo, expresado como un ratio (salario promedio femenino / salario promedio masculino). Un ratio inferior a 0,97 en el mismo nivel y rol indica una brecha que requiere revisión y plan de corrección. Este indicador es relevante tanto por mandato normativo en países con legislación de brecha salarial como por criterios ESG (pilar Social) que los clientes de Midasoft con inversores institucionales deben reportar. La comparación debe hacerse siempre dentro del mismo nivel para aislar el efecto del rol y la antigüedad.;Identificar y cuantificar la brecha salarial entre géneros dentro del mismo nivel o cargo, con el fin de cumplir con los requisitos normativos y de reporte ESG (pilar Social) aplicables a los clientes de Midasoft con inversores institucionales, detectar inequidades internas que aumenten el riesgo de rotación voluntaria o contingencias legales, y fundamentar un plan de corrección objetivo en los procesos de revisión salarial.;Salario promedio de mujeres en el rol X / Salario promedio de hombres en el rol X;"Empresa: Textiles Andinos S.A.S. | Periodo: cierre 2025 | Nivel: operario de confeccion

Datos del nivel:
  Mujeres en el nivel: 980 operarias | Salario promedio: COP 1.423.500 (SML 2025)
  Hombres en el nivel: 820 operarios | Salario promedio: COP 1.480.500

Calculo:
  Ratio = 1.423.500 / 1.480.500 = 0.961";"¿Existe brecha salarial entre géneros en el mismo nivel o cargo?
__ Barras agrupadas por nivel/cargo con dos series (hombre/mujer) + línea de paridad en 1.0 — La diferencia visual entre las dos barras de cada grupo es el gap. La línea de paridad hace inmediatamente visible qué niveles están en desequilibrio sin que el usuario tenga que calcular la diferencia.";8.0
9;Desarrollo y Talento;Brecha de Competencias (Skill Gap Index);Cuantifica la diferencia entre el nivel de competencia requerido para cada rol según el perfil de cargo y el nivel de competencia actual demostrado por el empleado en la evaluación de desempeño o de competencias. Expresado en puntos de diferencia sobre la misma escala de evaluación, permite a RRHH identificar qué competencias presentan mayor déficit a nivel organizacional, priorizar los contenidos del plan de formación anual y detectar posibles cuellos de botella para la ejecución de la estrategia de negocio. Es el insumo principal para los planes de desarrollo individual y la planificación de la fuerza laboral a mediano plazo.;Cuantificar la distancia entre el nivel de competencia requerido por cada rol y el nivel actual de los empleados evaluados, con el fin de priorizar los contenidos del plan de formación anual, detectar cuellos de botella para la ejecución de la estrategia de negocio, y fundamentar los planes de desarrollo individual con evidencia objetiva que reduzca el riesgo operativo derivado de déficits de capacidad instalada.;Promedio de (Nivel de competencia requerida para el rol _ Nivel de competencia actual evaluada) por empleado;"Empresa: Textiles Andinos S.A.S. | Periodo: semestre 1-2025 | Alcance: operarios de confeccion fabrica Bogota (400 evaluados) | Escala 1-5

Competencias evaluadas (nivel requerido vs. nivel actual promedio):
  Manejo de maquinaria de confeccion:  Requerido 4.5 | Actual 4.0 | Brecha 0.5
  Control de calidad del producto:     Requerido 4.0 | Actual 3.2 | Brecha 0.8
  Seguridad e higiene industrial:      Requerido 4.5 | Actual 3.0 | Brecha 1.5
  Lectura de fichas tecnicas:          Requerido 3.5 | Actual 3.4 | Brecha 0.1

Calculo (brecha promedio del grupo):
Brecha promedio = (0.5 + 0.8 + 1.5 + 0.1)= 2.9 / 4 = 0.725";"¿En qué competencias hay mayor brecha entre el nivel requerido y el nivel actual por área o cargo?
__ Gráfico de radar con doble polígono (requerido vs. actual) — Polígono exterior = nivel requerido, polígono interior = nivel actual. La diferencia entre ambas superficies es la brecha. Alternativa nativa: barras agrupadas por competencia con dos series.";8.0
